o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,385,130000,140000,900
taz_21,taz_34,132,130000,140000,900
taz_24,taz_36,295,130000,140000,900
taz_30,taz_34,233,130000,140000,900
taz_30,taz_33,372,130000,140000,900
taz_22,taz_33,425,130000,140000,900
taz_14,taz_33,399,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,750,130000,140000,900
taz_25,taz_36,175,130000,140000,900
taz_6,taz_33,52,130000,140000,900
taz_17,taz_36,384,130000,140000,900
taz_23,taz_33,675,130000,140000,900
taz_31,taz_36,786,130000,140000,900
taz_8,taz_36,48,130000,140000,900
taz_8,taz_35,186,130000,140000,900
taz_7,taz_33,77,130000,140000,900
taz_7,taz_35,422,130000,140000,900
taz_15,taz_35,142,130000,140000,900
taz_15,taz_32,501,130000,140000,900
taz_9,taz_32,140,130000,140000,900
taz_0,taz_32,109,130000,140000,900
