o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,385,130000,140000,900
taz_21,taz_34,132,130000,140000,900
taz_24,taz_36,295,130000,140000,900
taz_30,taz_34,483,130000,140000,900
taz_30,taz_33,122,130000,140000,900
taz_22,taz_33,425,130000,140000,900
taz_14,taz_33,399,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,925,130000,140000,900
taz_6,taz_33,52,130000,140000,900
taz_17,taz_37,75,130000,140000,900
taz_17,taz_36,309,130000,140000,900
taz_23,taz_33,675,130000,140000,900
taz_31,taz_36,84,130000,140000,900
taz_31,taz_33,327,130000,140000,900
taz_31,taz_35,375,130000,140000,900
taz_8,taz_35,234,130000,140000,900
taz_7,taz_35,391,130000,140000,900
taz_7,taz_32,108,130000,140000,900
taz_15,taz_32,643,130000,140000,900
taz_9,taz_32,140,130000,140000,900
taz_0,taz_32,109,130000,140000,900
