o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,737,130000,140000,900
taz_21,taz_34,13,130000,140000,900
taz_21,taz_33,113,130000,140000,900
taz_24,taz_36,566,130000,140000,900
taz_30,taz_33,637,130000,140000,900
taz_30,taz_32,519,130000,140000,900
taz_22,taz_32,231,130000,140000,900
taz_22,taz_36,175,130000,140000,900
taz_14,taz_36,381,130000,140000,900
taz_16,taz_36,298,130000,140000,900
taz_25,taz_37,982,130000,140000,900
taz_6,taz_36,37,130000,140000,900
taz_17,taz_37,204,130000,140000,900
taz_23,taz_36,358,130000,140000,900
taz_31,taz_36,185,130000,140000,900
taz_31,taz_35,649,130000,140000,900
taz_8,taz_37,224,130000,140000,900
taz_7,taz_37,198,130000,140000,900
taz_15,taz_35,101,130000,140000,900
taz_15,taz_37,240,130000,140000,900
taz_9,taz_37,74,130000,140000,900
taz_0,taz_37,78,130000,140000,900
