o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,519,130000,140000,900
taz_21,taz_34,177,130000,140000,900
taz_24,taz_36,399,130000,140000,900
taz_30,taz_34,814,130000,140000,900
taz_22,taz_34,490,130000,140000,900
taz_22,taz_33,82,130000,140000,900
taz_14,taz_33,455,130000,140000,900
taz_14,taz_32,82,130000,140000,900
taz_16,taz_36,160,130000,140000,900
taz_16,taz_37,261,130000,140000,900
taz_25,taz_37,692,130000,140000,900
taz_6,taz_32,70,130000,140000,900
taz_17,taz_37,287,130000,140000,900
taz_23,taz_32,505,130000,140000,900
taz_31,taz_35,588,130000,140000,900
taz_8,taz_37,315,130000,140000,900
taz_7,taz_37,372,130000,140000,900
taz_15,taz_35,161,130000,140000,900
taz_15,taz_37,73,130000,140000,900
taz_15,taz_32,247,130000,140000,900
taz_9,taz_32,105,130000,140000,900
taz_0,taz_32,146,130000,140000,900
