o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,777,130000,140000,900
taz_21,taz_34,115,130000,140000,900
taz_24,taz_36,596,130000,140000,900
taz_30,taz_34,108,130000,140000,900
taz_30,taz_33,1000,130000,140000,900
taz_30,taz_32,110,130000,140000,900
taz_22,taz_32,372,130000,140000,900
taz_14,taz_32,349,130000,140000,900
taz_16,taz_36,273,130000,140000,900
taz_25,taz_37,1034,130000,140000,900
taz_6,taz_36,34,130000,140000,900
taz_17,taz_37,186,130000,140000,900
taz_23,taz_36,97,130000,140000,900
taz_23,taz_32,169,130000,140000,900
taz_23,taz_35,63,130000,140000,900
taz_31,taz_35,879,130000,140000,900
taz_8,taz_37,205,130000,140000,900
taz_7,taz_37,181,130000,140000,900
taz_15,taz_35,58,130000,140000,900
taz_15,taz_37,255,130000,140000,900
taz_9,taz_37,68,130000,140000,900
taz_0,taz_37,71,130000,140000,900
