o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,388,130000,140000,900
taz_21,taz_34,177,130000,140000,900
taz_24,taz_36,298,130000,140000,900
taz_30,taz_34,185,130000,140000,900
taz_30,taz_33,425,130000,140000,900
taz_22,taz_33,325,130000,140000,900
taz_22,taz_32,246,130000,140000,900
taz_14,taz_32,504,130000,140000,900
taz_14,taz_36,32,130000,140000,900
taz_16,taz_36,419,130000,140000,900
taz_25,taz_37,518,130000,140000,900
taz_6,taz_36,161,130000,140000,900
taz_17,taz_37,232,130000,140000,900
taz_17,taz_36,54,130000,140000,900
taz_23,taz_36,504,130000,140000,900
taz_31,taz_36,439,130000,140000,900
taz_8,taz_36,93,130000,140000,900
taz_8,taz_35,222,130000,140000,900
taz_7,taz_35,856,130000,140000,900
taz_15,taz_35,480,130000,140000,900
taz_9,taz_35,105,130000,140000,900
taz_0,taz_35,337,130000,140000,900
