o_taz,d_taz,volume,starttime,endtime,duration
taz_29,taz_34,385,130000,140000,900
taz_21,taz_34,132,130000,140000,900
taz_24,taz_36,295,130000,140000,900
taz_30,taz_34,605,130000,140000,900
taz_22,taz_34,425,130000,140000,900
taz_14,taz_34,399,130000,140000,900
taz_16,taz_36,312,130000,140000,900
taz_25,taz_37,750,130000,140000,900
taz_25,taz_36,143,130000,140000,900
taz_25,taz_35,32,130000,140000,900
taz_6,taz_34,52,130000,140000,900
taz_17,taz_35,384,130000,140000,900
taz_23,taz_33,675,130000,140000,900
taz_31,taz_33,75,130000,140000,900
taz_31,taz_35,334,130000,140000,900
taz_31,taz_34,2,130000,140000,900
taz_31,taz_32,375,130000,140000,900
taz_8,taz_32,234,130000,140000,900
taz_7,taz_32,499,130000,140000,900
taz_15,taz_32,643,130000,140000,900
taz_9,taz_32,140,130000,140000,900
taz_0,taz_32,109,130000,140000,900
